"obs","Customer","I.tend.to.plan.things.very.carefully.","I.sometimes.have.trouble.controlling.my.spending.","I.think.it.is.important.to.purchase.products.that.are.made.locally.","I.carefully.consider.the.health.benefits.of.what.I.eat.","How.many.times.in.the.last.week.did.you.do.the.following....Make.eat.lunch.at.home","How.many.times.in.the.last.week.did.you.do.the.following....Bring.lunch.to.work","How.many.times.in.the.last.week.did.you.do.the.following....Buy.lunch.at.work","How.many.times.in.the.last.week.did.you.do.the.following....Buy.lunch.at.restaurant","How.many.times.in.the.last.week.did.you.do.the.following....Skipped.lunch","How.many.times.in.the.last.week.did.you.do.the.following....Other","Please.specify.the.top.five.restaurants.you.have.visited.in.the.last.six.months.in.order.of.visit.frequency....Most.frequent","Please.specify.the.top.five.restaurants.you.have.visited.in.the.last.six.months.in.order.of.visit.frequency....Second.most.frequent","Please.specify.the.top.five.restaurants.you.have.visited.in.the.last.six.months.in.order.of.visit.frequency....Third.most.frequent","Please.specify.the.top.five.restaurants.you.have.visited.in.the.last.six.months.in.order.of.visit.frequency....Fourth.most.frequent","Please.specify.the.top.five.restaurants.you.have.visited.in.the.last.six.months.in.order.of.visit.frequency....Fifth.most.frequent","Have.you.ever.visited.Sticks.Kebob.Shop.","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Convenient.place.to.eat","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Variety.of.menu.options","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Good.value.for.money","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Healthy.menu.options","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Food.taste.and.satisfaction","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Friendly.staff","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Pleasant.ambiance","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Consistency...reliability","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Part.of.community","Please.indicate.how.important.the.following.factors.are.when.you.visit.a.restaurant....Other..please.specify.","What.is.your.gender.","What.is.your.age.","What.is.your.approximate.average.annual.household.income.","How.would.you.best.describe.your.household.type.","How.many.children..by.age..currently.live.in.your.household....less.than.12.years.old","How.many.children..by.age..currently.live.in.your.household....12.17.years.old","How.many.children..by.age..currently.live.in.your.household....18.and.older","Please.indicate.your.best.answers.to.the.following....Comments.","What.is.your.profession....Accountant","What.is.your.profession....Lawyer","What.is.your.profession....General.purpose.contractor","What.is.your.profession....Design","What.is.your.profession....Educator","What.is.your.profession....Homemaker","What.is.your.profession....Business.professional","What.is.your.profession....Other..please.specify.","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Soccer","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Football","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Tennis","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Lacrosse","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Swimming","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Music","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Hiking","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Visiting.local.attractions","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Visiting.children.s.museums","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Attending.local.sporting.events","If.you.have.children.living.at.home..in.what.activities.do.they.participate...Please.check.all.that.apply....Other..please.specify.","In.what.activities.or.hobbies.do.you.participate.yourself....Volunteer.work","In.what.activities.or.hobbies.do.you.participate.yourself....Tennis","In.what.activities.or.hobbies.do.you.participate.yourself....Swimming","In.what.activities.or.hobbies.do.you.participate.yourself....Skiing...snow.boarding","In.what.activities.or.hobbies.do.you.participate.yourself....Running","In.what.activities.or.hobbies.do.you.participate.yourself....Hiking","In.what.activities.or.hobbies.do.you.participate.yourself....Golf","In.what.activities.or.hobbies.do.you.participate.yourself....Gardening","In.what.activities.or.hobbies.do.you.participate.yourself....Fishing","In.what.activities.or.hobbies.do.you.participate.yourself....Camping","In.what.activities.or.hobbies.do.you.participate.yourself....Bicycling","In.what.activities.or.hobbies.do.you.participate.yourself....Yoga","In.what.activities.or.hobbies.do.you.participate.yourself....Book.clubs","In.what.activities.or.hobbies.do.you.participate.yourself....Eating.out","In.what.activities.or.hobbies.do.you.participate.yourself....Attending.local.sports.events","In.what.activities.or.hobbies.do.you.participate.yourself....Visiting.museums","In.what.activities.or.hobbies.do.you.participate.yourself....Kid.s.activities","In.what.activities.or.hobbies.do.you.participate.yourself....Other..please.specify.","In.the.last.month..how.many.times.have.you.used.coupons.when.you.visited.a.restaurant.","How.do.you.find.restaurant.coupons...Please.check.all.that.apply....Valpak.or.other.direct.mail.items","How.do.you.find.restaurant.coupons...Please.check.all.that.apply....Coupon.from.coupon.site.or.blog...e.g...print.at.home.","How.do.you.find.restaurant.coupons...Please.check.all.that.apply....Groupon.or.other.social...daily.deal.offers","How.do.you.find.restaurant.coupons...Please.check.all.that.apply....Store.receipt.offer...from.previous.visit.","How.do.you.find.restaurant.coupons...Please.check.all.that.apply....Loyalty.card.reward...e.g...10th.visit.free.meal.","How.do.you.find.restaurant.coupons...Please.check.all.that.apply....Offers.mentioned.in.media..radio..tv..newspaper..etc.","How.do.you.find.restaurant.coupons...Please.check.all.that.apply....Other..please.specify.","segmentnumber"
59,0,3,3,1,3,6,5,6,6,5,NA,"mcdonalds","hardees",NA,NA,NA,2,1,2,2,2,1,1,2,2,2,NA,2,2,1,1,"2","0","0",NA,NA,NA,NA,NA,5,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,NA,NA,NA,NA,"1"
60,0,1,4,2,2,4,1,3,NA,2,NA,"Muddy Buck","Taco Bell","Stage Coach Saloon","Wendys","McDonalds",2,2,1,1,4,1,1,2,2,2,NA,1,3,1,1,"0","0","0",NA,NA,NA,NA,NA,NA,NA,7,"Caregiver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A",1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,13,14,NA,16,NA,"attending fundraisers",1,NA,NA,NA,NA,NA,NA,NA,"2"
61,0,2,4,2,4,5,1,1,1,3,NA,"McDonalds","Costco food court","Cracker Barrel","Freda's (local Mexican restaurant)","Chef Lee (local Chinese restaurant)",2,2,2,1,2,2,1,2,1,2,NA,1,3,1,1,"0","15","0",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hunting, fishing, horseback riding, photography",1,NA,NA,NA,NA,6,NA,NA,NA,NA,11,NA,NA,NA,NA,16,NA,"exercise, cooking, crafts, photography",1,NA,NA,NA,NA,NA,NA,NA,"1"
62,0,2,4,2,1,2,4,1,4,1,NA,"Champps","Frank's Italian","Chianti","Arby's","Deep Run Roadhouse",2,2,2,1,5,1,2,2,2,3,NA,1,3,1,1,"0","0","0",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,16,NA,NA,2,NA,2,NA,4,5,NA,NA,"4"
63,0,2,4,2,2,6,1,1,2,3,NA,"panera","ruby tuesday","fridays","crazy greek","bonefish",2,3,1,1,1,1,1,1,1,2,NA,1,4,2,1,"0","0","4",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don`t have children living at home",NA,NA,NA,NA,NA,6,NA,NA,9,NA,11,12,NA,NA,NA,NA,NA,NA,5,1,2,3,NA,5,NA,NA,"4"
64,0,2,3,2,2,7,1,1,4,2,NA,"McDonalds","Papa Johns","Popeys","Taco Bells","KFC",2,1,1,1,2,1,1,1,1,2,NA,1,3,1,2,"3","0","0",NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,17,NA,2,1,2,NA,4,5,NA,NA,"4"
65,0,2,4,1,2,6,6,6,2,1,NA,";LKJB",";;lhbdsDBJ;SD","jbiks;","euoibe","bkj;s",2,2,1,1,1,1,2,2,2,3,NA,2,2,2,2,"0","1","0",NA,NA,NA,NA,NA,NA,NA,7,"sercuity",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,"4"
67,0,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
68,0,2,2,2,2,3,2,2,2,3,NA,"chick-fil-a","burger king","mcdonalds","subway","bojangles",2,1,1,1,2,1,2,2,1,5,NA,1,1,2,2,"1",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"Student",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basketball",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,16,NA,NA,2,1,2,NA,NA,5,NA,NA,"3"
70,0,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
72,0,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
73,0,3,2,2,2,3,5,1,2,3,NA,"Hardees'","Chef Lee","Dairy Queen",NA,NA,2,1,1,1,3,1,2,2,1,3,NA,2,3,2,2,"0","0","0",NA,NA,NA,NA,NA,NA,NA,7,"Web design / architecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,"Reading",3,1,NA,NA,4,NA,NA,NA,"3"
75,0,1,3,2,2,7,1,1,1,1,NA,"none",NA,NA,NA,NA,2,2,1,1,3,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
77,0,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
78,0,3,3,2,3,7,1,1,2,2,NA,"Logan's","Cook Out",NA,NA,NA,2,3,1,1,2,1,1,1,2,2,NA,1,3,1,2,NA,"1","1",NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,9,NA,NA,12,NA,14,NA,NA,NA,NA,4,1,NA,NA,4,NA,NA,NA,"1"
79,0,2,3,3,3,2,6,1,2,1,NA,"Chick Fil A","Panera Bread","Hibachi Grill","Cracker Barrel","Firehouse Subs",2,2,3,2,4,1,3,3,2,3,NA,2,1,2,2,"0","0","0",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,NA,NA,"Basketball",1,NA,NA,NA,NA,NA,NA,NA,"1"
80,0,2,4,2,2,3,1,1,2,3,NA,"kfc","burger king","macdonalds","subway","pizza hut",2,2,2,2,2,2,2,2,2,3,NA,1,3,1,1,"1","0","1",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,2,1,NA,NA,4,NA,NA,NA,"4"
82,0,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
87,0,3,2,2,2,2,1,1,1,7,NA,"subway","top china","golding corral","chenellos","papa john",2,1,2,1,1,1,1,2,1,2,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"fast food",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"my children dont live at home",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,"I do arts and craft",1,NA,NA,NA,NA,NA,NA,NA,"3"
88,0,2,3,4,2,7,7,7,1,3,NA,"Red Lobster",NA,NA,NA,NA,2,2,1,1,2,1,1,1,1,2,NA,1,3,1,2,"0","1","0",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,10,NA,NA,NA,14,NA,NA,17,NA,5,NA,NA,NA,NA,NA,6,NA,"1"
89,0,2,1,2,2,5,1,2,2,1,NA,"Chick-fil-a","Jersey Mikes","Taco Bell","Chili's","McDonalds",2,1,2,1,2,1,1,1,1,3,NA,1,1,1,1,"0","0","0",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No kids",1,2,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,14,15,NA,17,NA,2,1,2,3,4,5,NA,NA,"3"
90,0,3,2,2,2,4,1,1,4,1,NA,"Cookout","Taco Bell","McDonalds","Chipotle","Sonic",2,1,1,1,2,1,2,2,1,2,NA,1,1,2,2,"0","1","3",NA,NA,NA,NA,NA,NA,6,NA,"Student",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,14,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"3"
91,0,2,3,1,1,7,1,1,1,4,NA,"Starbucks","Chipotle","McDonald's","Trigris","Popeye's",2,2,2,2,2,1,1,1,1,3,NA,1,1,1,3,"none","none","none",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,10,NA,NA,NA,14,NA,16,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4"
92,0,2,2,3,2,7,1,1,2,1,NA,"Long John Silver's","Subway","Little Caesar's","Captain Tom's",NA,2,2,1,1,2,1,1,2,1,2,NA,1,2,1,2,"1","1","0",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,8,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,2,1,NA,NA,4,NA,6,NA,"3"
93,0,2,4,2,2,7,1,1,2,1,NA,"Ruby Tuesday","Johnny Rockets","Panera","Smokey Bones","Wendy's",2,2,1,1,2,2,2,3,2,3,NA,1,2,1,2,"1","0","0",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,"4"
94,0,1,2,3,1,4,1,1,1,5,NA,"babes","galaly",NA,NA,NA,2,1,2,1,2,2,2,2,2,1,NA,1,3,1,1,"0","0","0","na",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"3"
95,0,1,2,2,1,7,2,2,3,3,NA,"quiznos","chickn fila","ruby tuesdays","fridays","wendys",2,1,1,1,1,1,1,1,1,1,NA,1,2,1,2,"3",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,17,NA,2,NA,NA,NA,NA,NA,6,NA,"3"
99,0,2,2,2,2,1,1,1,7,1,NA,"Lamer Resturant","Lamer Resturant","Lamer Resturant","Lamer Resturant","Lamer Resturant",2,1,2,1,1,1,2,2,1,1,NA,1,3,1,1,"0","0","0","great",1,NA,NA,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,3,NA,NA,NA,7,NA,NA,NA,NA,12,13,14,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,"3"
101,0,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
102,0,2,3,2,2,1,5,1,1,1,NA,"Burger King","McDonald's","Wendy's","Captain Dee's","Red Lobster",2,1,2,1,2,1,2,2,2,2,NA,1,3,1,1,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Work",NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4"
103,0,3,1,2,2,7,1,1,1,1,NA,"Outback Steakhouse",NA,NA,NA,NA,2,1,1,1,2,1,1,2,1,2,NA,1,3,1,1,"0","0","0",NA,NA,NA,NA,NA,NA,6,NA,"retired/disabled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"3"
104,0,4,3,1,1,1,1,1,5,2,NA,"mcdonalds","wendys","hardees","ruby tuesdays","applebees",2,1,1,1,1,1,1,1,1,NA,NA,1,2,1,1,"1","0","0",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,9,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,6,NA,"4"
105,0,3,1,1,2,5,1,1,3,1,NA,"McDonalds","Little Cesears","Panera",NA,NA,2,1,1,1,1,1,1,1,1,NA,NA,1,3,2,2,"0","1","1",NA,NA,NA,NA,NA,NA,6,NA,"Student",NA,NA,NA,NA,5,6,7,8,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,14,NA,16,NA,"Painting, among other crafts.",3,NA,NA,NA,4,5,NA,NA,"3"
106,0,2,1,4,3,5,1,1,3,6,NA,"O'Charleys","McDonalds","Red Lobster",NA,NA,2,3,2,1,1,1,1,1,1,1,NA,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Photographer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,8,NA,10,NA,12,NA,14,NA,NA,NA,"Landscape photography",5,NA,NA,NA,4,NA,NA,NA,"1"
107,0,1,2,2,1,6,1,1,3,1,NA,"ihop","ocharleys","waffle house","chickfila","wendys",2,1,2,1,4,1,1,1,1,1,NA,1,1,2,2,"0","0","3",NA,NA,NA,NA,NA,NA,NA,7,"retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,"shopping",2,1,NA,NA,4,NA,6,NA,"3"
108,0,2,3,2,1,7,5,NA,3,2,NA,"Red Lobster","Ruby Tuesday","Apply Bees","Steak & Shake","Mc Donald",2,1,1,1,1,1,1,1,1,1,NA,1,3,1,2,NA,NA,"one",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not have young children living with me.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4"
109,0,2,3,4,2,4,1,5,1,1,NA,"El Vaquero West","Happy Garden","Cracker Barrel","Olive Garden","Buffalo Wild Wings",2,2,2,1,2,1,2,2,1,3,NA,1,1,3,2,"1","3","1",NA,NA,NA,NA,NA,NA,6,NA,"Student",1,NA,NA,NA,NA,6,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"1"
110,0,3,4,3,2,1,5,2,1,1,NA,"Pappaduax","Applebees","Fridays","Cheesecake Factory","Texas Day Brazil",2,1,1,1,1,1,1,1,3,3,NA,1,2,2,2,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,5,6,NA,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,2,NA,2,3,4,NA,NA,NA,"4"
111,0,2,3,2,1,2,6,1,1,1,NA,"Ruby Tuesday","Pinos",NA,NA,NA,2,3,2,2,3,1,1,1,1,3,NA,1,3,3,2,"1",NA,"1",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"Girl Scouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"Working Out at the YMCA",2,NA,NA,NA,NA,NA,6,"Mailed to me","4"
112,0,1,4,3,2,4,1,1,NA,1,NA,"N/A","N/A","N/A","N/A","N/A",2,1,1,1,1,1,1,2,2,3,NA,1,3,2,1,"None","None","None",NA,NA,NA,NA,NA,NA,6,NA,"unemployed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2"
113,0,1,2,3,1,3,1,1,5,2,NA,"arbys","mcdonalds","wendys","taco bell","pizza hut",2,1,1,1,3,1,1,2,2,3,NA,1,2,2,2,"1","2","0",NA,NA,NA,3,NA,NA,NA,NA,"hospitality",NA,2,NA,NA,NA,6,NA,NA,NA,NA,"gymnastics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,NA,17,NA,1,NA,NA,NA,NA,NA,NA,NA,"3"
114,0,2,2,1,2,6,1,1,4,1,NA,"applebee","rudy tuesday","padow's","kanpal","crossflite",2,1,2,1,1,1,1,1,1,2,NA,1,3,2,3,"16",NA,"18",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,14,15,16,NA,NA,2,NA,NA,NA,4,NA,NA,NA,"3"
115,0,1,4,2,1,3,1,2,5,1,NA,"Bo jangles","sonic","longhorn steakhouse","cheese cake factory","denny's",2,2,1,1,1,1,1,1,1,1,NA,2,3,2,2,"0","0","0",NA,NA,NA,NA,NA,NA,NA,7,"nurse assistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,"Reading,",2,1,NA,NA,4,NA,6,NA,"2"
116,0,3,3,2,3,3,1,4,1,1,NA,"chick fila","china taste",NA,NA,NA,2,3,1,1,1,1,1,2,1,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"student",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,14,15,NA,NA,NA,2,NA,2,NA,NA,5,NA,NA,"1"
118,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
119,0,1,4,2,2,4,3,2,2,1,NA,"arbys","mcdonmalds","panera",NA,NA,2,1,1,2,2,1,1,1,2,2,NA,1,2,2,2,"1","1","2",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,"2"
122,0,1,2,2,4,3,6,1,1,1,NA,"California Pizza Kitchen","Olive Garden","IHOP","T.G.I. Friday's","Roma",2,2,2,1,2,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
